"userid","variant","age","install_source","device_linked","week","hit_streak","claimed_reward","exercise_mins","days_exercised"
192,"Increased Rewards",9,"referred","Applewatch",2021-03-15,1,0,680,7
192,"Increased Rewards",9,"referred","Applewatch",2021-03-22,0,0,130,3
176,"Increased Rewards",33,"organic","Applewatch",2021-03-01,1,0,392,7
176,"Increased Rewards",33,"organic","Applewatch",2021-03-08,1,0,150,3
176,"Increased Rewards",33,"organic","Applewatch",2021-03-15,1,1,150,3
176,"Increased Rewards",33,"organic","Applewatch",2021-03-22,1,0,265,5
28,"Increased Rewards",26,"organic","Applewatch",2021-03-01,1,0,643,7
28,"Increased Rewards",26,"organic","Applewatch",2021-03-08,1,1,150,3
28,"Increased Rewards",26,"organic","Applewatch",2021-03-15,1,0,528,7
28,"Increased Rewards",26,"organic","Applewatch",2021-03-22,1,0,594,7
828,"Increased Rewards",34,"referred","Applewatch",2021-03-01,1,0,150,3
828,"Increased Rewards",34,"referred","Applewatch",2021-03-08,1,0,705,7
828,"Increased Rewards",34,"referred","Applewatch",2021-03-15,1,0,522,7
828,"Increased Rewards",34,"referred","Applewatch",2021-03-22,0,0,159,3
249,"Control",14,"referred","Applewatch",2021-03-01,1,0,491,7
249,"Control",14,"referred","Applewatch",2021-03-08,1,0,351,7
249,"Control",14,"referred","Applewatch",2021-03-15,1,1,594,7
249,"Control",14,"referred","Applewatch",2021-03-22,0,0,68,1
971,"Increased Rewards",17,"organic","Applewatch",2021-03-01,0,0,116,2
971,"Increased Rewards",17,"organic","Applewatch",2021-03-08,1,0,354,7
971,"Increased Rewards",17,"organic","Applewatch",2021-03-15,1,0,728,7
971,"Increased Rewards",17,"organic","Applewatch",2021-03-22,1,0,290,6
329,"Control",28,"referred","Applewatch",2021-03-01,0,0,35,1
329,"Control",28,"referred","Applewatch",2021-03-08,1,0,429,7
329,"Control",28,"referred","Applewatch",2021-03-15,1,0,528,7
329,"Control",28,"referred","Applewatch",2021-03-22,0,0,79,2
773,"Control",15,"referred","Applewatch",2021-03-01,0,0,148,3
773,"Control",15,"referred","Applewatch",2021-03-08,1,0,150,3
773,"Control",15,"referred","Applewatch",2021-03-15,1,0,420,7
773,"Control",15,"referred","Applewatch",2021-03-22,1,0,230,5
964,"Increased Rewards",10,"referred","Applewatch",2021-03-01,1,0,241,5
964,"Increased Rewards",10,"referred","Applewatch",2021-03-08,1,0,150,3
964,"Increased Rewards",10,"referred","Applewatch",2021-03-15,1,0,320,6
964,"Increased Rewards",10,"referred","Applewatch",2021-03-22,1,0,285,6
126,"Control",36,"referred","Applewatch",2021-03-01,1,0,492,7
126,"Control",36,"referred","Applewatch",2021-03-08,1,0,532,7
126,"Control",36,"referred","Applewatch",2021-03-15,1,0,765,7
126,"Control",36,"referred","Applewatch",2021-03-22,1,0,422,7
776,"Control",37,"organic","Applewatch",2021-03-01,1,0,411,7
776,"Control",37,"organic","Applewatch",2021-03-08,0,0,154,3
776,"Control",37,"organic","Applewatch",2021-03-15,1,0,291,6
776,"Control",37,"organic","Applewatch",2021-03-22,1,0,200,4
708,"Control",19,"organic","Applewatch",2021-03-01,1,0,610,7
708,"Control",19,"organic","Applewatch",2021-03-08,1,0,424,7
708,"Control",19,"organic","Applewatch",2021-03-15,0,0,0,0
708,"Control",19,"organic","Applewatch",2021-03-22,1,0,497,7
669,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,0,397,7
669,"Increased Rewards",26,"referred","Applewatch",2021-03-08,1,0,150,3
669,"Increased Rewards",26,"referred","Applewatch",2021-03-15,1,0,443,7
669,"Increased Rewards",26,"referred","Applewatch",2021-03-22,1,0,150,3
616,"Control",18,"referred","Applewatch",2021-03-01,1,0,150,3
616,"Control",18,"referred","Applewatch",2021-03-08,1,0,150,3
616,"Control",18,"referred","Applewatch",2021-03-15,0,0,209,4
616,"Control",18,"referred","Applewatch",2021-03-22,1,0,460,7
354,"Increased Rewards",32,"organic","Applewatch",2021-03-01,1,0,150,3
354,"Increased Rewards",32,"organic","Applewatch",2021-03-08,1,1,150,3
354,"Increased Rewards",32,"organic","Applewatch",2021-03-15,0,0,71,1
354,"Increased Rewards",32,"organic","Applewatch",2021-03-22,1,1,814,7
497,"Control",28,"organic","Applewatch",2021-03-01,1,1,528,7
497,"Control",28,"organic","Applewatch",2021-03-08,1,0,471,7
497,"Control",28,"organic","Applewatch",2021-03-15,0,0,55,1
497,"Control",28,"organic","Applewatch",2021-03-22,0,0,22,0
579,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,1,346,7
579,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,1,678,7
579,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,433,7
579,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,0,150,3
972,"Increased Rewards",21,"referred","FitBit",2021-03-01,1,0,239,5
972,"Increased Rewards",21,"referred","FitBit",2021-03-08,1,0,383,7
972,"Increased Rewards",21,"referred","FitBit",2021-03-15,1,0,221,4
972,"Increased Rewards",21,"referred","FitBit",2021-03-22,1,0,150,3
208,"Control",18,"paid_ad","Applewatch",2021-03-01,1,1,541,7
208,"Control",18,"paid_ad","Applewatch",2021-03-08,1,0,426,7
208,"Control",18,"paid_ad","Applewatch",2021-03-15,0,0,37,1
208,"Control",18,"paid_ad","Applewatch",2021-03-22,1,0,708,7
939,"Increased Rewards",33,"organic","Applewatch",2021-03-01,1,0,297,6
939,"Increased Rewards",33,"organic","Applewatch",2021-03-08,1,0,235,5
939,"Increased Rewards",33,"organic","Applewatch",2021-03-15,1,0,150,3
939,"Increased Rewards",33,"organic","Applewatch",2021-03-22,1,0,304,6
325,"Increased Rewards",34,"referred","Applewatch",2021-03-01,1,0,360,7
325,"Increased Rewards",34,"referred","Applewatch",2021-03-08,1,0,150,3
325,"Increased Rewards",34,"referred","Applewatch",2021-03-15,1,1,269,5
325,"Increased Rewards",34,"referred","Applewatch",2021-03-22,1,0,667,7
467,"Increased Rewards",32,"referred","Applewatch",2021-03-01,1,0,708,7
467,"Increased Rewards",32,"referred","Applewatch",2021-03-08,1,0,374,7
467,"Increased Rewards",32,"referred","Applewatch",2021-03-15,1,0,771,7
467,"Increased Rewards",32,"referred","Applewatch",2021-03-22,1,0,358,7
896,"Increased Rewards",21,"organic","Applewatch",2021-03-01,1,0,557,7
896,"Increased Rewards",21,"organic","Applewatch",2021-03-08,1,1,665,7
896,"Increased Rewards",21,"organic","Applewatch",2021-03-15,1,0,150,3
896,"Increased Rewards",21,"organic","Applewatch",2021-03-22,1,0,150,3
335,"Control",11,"referred","Applewatch",2021-03-01,0,0,50,1
335,"Control",11,"referred","Applewatch",2021-03-08,1,0,211,4
335,"Control",11,"referred","Applewatch",2021-03-15,1,0,460,7
335,"Control",11,"referred","Applewatch",2021-03-22,1,0,551,7
542,"Control",34,"referred","Applewatch",2021-03-01,0,0,0,0
542,"Control",34,"referred","Applewatch",2021-03-08,1,0,485,7
542,"Control",34,"referred","Applewatch",2021-03-15,1,1,703,7
542,"Control",34,"referred","Applewatch",2021-03-22,1,0,723,7
140,"Increased Rewards",27,"organic","Applewatch",2021-03-01,1,0,513,7
140,"Increased Rewards",27,"organic","Applewatch",2021-03-08,1,0,582,7
140,"Increased Rewards",27,"organic","Applewatch",2021-03-15,1,1,619,7
140,"Increased Rewards",27,"organic","Applewatch",2021-03-22,1,0,474,7
799,"Increased Rewards",28,"organic","Applewatch",2021-03-01,1,0,207,4
799,"Increased Rewards",28,"organic","Applewatch",2021-03-08,1,0,255,5
799,"Increased Rewards",28,"organic","Applewatch",2021-03-15,0,0,85,2
799,"Increased Rewards",28,"organic","Applewatch",2021-03-22,1,0,299,6
75,"Increased Rewards",39,"organic","Applewatch",2021-03-01,1,0,317,6
75,"Increased Rewards",39,"organic","Applewatch",2021-03-08,1,0,150,3
75,"Increased Rewards",39,"organic","Applewatch",2021-03-15,1,0,287,6
75,"Increased Rewards",39,"organic","Applewatch",2021-03-22,1,0,462,7
806,"Increased Rewards",20,"organic","FitBit",2021-03-01,1,1,464,7
806,"Increased Rewards",20,"organic","FitBit",2021-03-08,1,0,150,3
806,"Increased Rewards",20,"organic","FitBit",2021-03-15,0,0,24,0
806,"Increased Rewards",20,"organic","FitBit",2021-03-22,1,0,224,4
518,"Control",40,"referred","Applewatch",2021-03-01,0,0,49,1
518,"Control",40,"referred","Applewatch",2021-03-08,0,0,123,2
518,"Control",40,"referred","Applewatch",2021-03-15,1,0,614,7
518,"Control",40,"referred","Applewatch",2021-03-22,1,0,150,3
150,"Increased Rewards",25,"organic","FitBit",2021-03-01,1,0,343,7
150,"Increased Rewards",25,"organic","FitBit",2021-03-08,1,0,195,4
150,"Increased Rewards",25,"organic","FitBit",2021-03-15,1,0,700,7
150,"Increased Rewards",25,"organic","FitBit",2021-03-22,1,0,545,7
689,"Control",22,"paid_ad","Applewatch",2021-03-01,1,0,150,3
689,"Control",22,"paid_ad","Applewatch",2021-03-08,1,0,654,7
689,"Control",22,"paid_ad","Applewatch",2021-03-15,1,0,489,7
689,"Control",22,"paid_ad","Applewatch",2021-03-22,1,1,150,3
285,"Increased Rewards",27,"referred","Applewatch",2021-03-01,1,0,618,7
285,"Increased Rewards",27,"referred","Applewatch",2021-03-08,1,0,487,7
285,"Increased Rewards",27,"referred","Applewatch",2021-03-15,1,0,604,7
285,"Increased Rewards",27,"referred","Applewatch",2021-03-22,1,1,150,3
432,"Control",32,"referred","FitBit",2021-03-01,1,0,398,7
432,"Control",32,"referred","FitBit",2021-03-08,1,1,411,7
432,"Control",32,"referred","FitBit",2021-03-15,1,0,573,7
432,"Control",32,"referred","FitBit",2021-03-22,0,0,133,3
149,"Increased Rewards",27,"referred","Applewatch",2021-03-01,1,0,438,7
149,"Increased Rewards",27,"referred","Applewatch",2021-03-08,1,0,437,7
149,"Increased Rewards",27,"referred","Applewatch",2021-03-15,1,0,296,6
149,"Increased Rewards",27,"referred","Applewatch",2021-03-22,1,0,631,7
743,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,471,7
743,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,0,928,7
743,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,449,7
743,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,0,343,7
950,"Control",26,"referred","Applewatch",2021-03-01,1,0,452,7
950,"Control",26,"referred","Applewatch",2021-03-08,0,0,0,0
950,"Control",26,"referred","Applewatch",2021-03-15,0,0,128,3
950,"Control",26,"referred","Applewatch",2021-03-22,1,1,393,7
425,"Increased Rewards",4,"referred","FitBit",2021-03-01,1,1,150,3
425,"Increased Rewards",4,"referred","FitBit",2021-03-08,0,0,50,1
425,"Increased Rewards",4,"referred","FitBit",2021-03-15,1,0,440,7
425,"Increased Rewards",4,"referred","FitBit",2021-03-22,1,0,515,7
156,"Increased Rewards",24,"organic","Applewatch",2021-03-01,1,1,528,7
156,"Increased Rewards",24,"organic","Applewatch",2021-03-08,1,1,150,3
156,"Increased Rewards",24,"organic","Applewatch",2021-03-15,1,0,300,6
156,"Increased Rewards",24,"organic","Applewatch",2021-03-22,1,1,605,7
495,"Increased Rewards",33,"organic","Applewatch",2021-03-01,1,1,150,3
495,"Increased Rewards",33,"organic","Applewatch",2021-03-08,1,0,499,7
495,"Increased Rewards",33,"organic","Applewatch",2021-03-15,1,0,272,5
495,"Increased Rewards",33,"organic","Applewatch",2021-03-22,0,0,53,1
993,"Control",27,"organic","Applewatch",2021-03-01,1,0,499,7
993,"Control",27,"organic","Applewatch",2021-03-08,1,0,444,7
993,"Control",27,"organic","Applewatch",2021-03-15,0,0,35,1
993,"Control",27,"organic","Applewatch",2021-03-22,1,0,466,7
369,"Increased Rewards",35,"referred","Applewatch",2021-03-01,1,0,632,7
369,"Increased Rewards",35,"referred","Applewatch",2021-03-08,1,1,414,7
369,"Increased Rewards",35,"referred","Applewatch",2021-03-15,0,0,241,5
369,"Increased Rewards",35,"referred","Applewatch",2021-03-22,1,0,572,7
683,"Increased Rewards",33,"organic","Garmin",2021-03-01,1,0,436,7
683,"Increased Rewards",33,"organic","Garmin",2021-03-08,1,0,150,3
683,"Increased Rewards",33,"organic","Garmin",2021-03-15,1,0,222,4
683,"Increased Rewards",33,"organic","Garmin",2021-03-22,1,0,487,7
27,"Increased Rewards",35,"organic","Applewatch",2021-03-01,0,0,63,1
27,"Increased Rewards",35,"organic","Applewatch",2021-03-08,1,0,408,7
27,"Increased Rewards",35,"organic","Applewatch",2021-03-15,1,0,315,6
27,"Increased Rewards",35,"organic","Applewatch",2021-03-22,1,0,150,3
233,"Control",35,"referred","Applewatch",2021-03-01,0,0,149,3
233,"Control",35,"referred","Applewatch",2021-03-08,0,0,103,2
233,"Control",35,"referred","Applewatch",2021-03-15,0,0,13,0
233,"Control",35,"referred","Applewatch",2021-03-22,1,0,387,7
198,"Control",12,"referred","Applewatch",2021-03-01,1,0,150,3
198,"Control",12,"referred","Applewatch",2021-03-08,0,0,85,2
198,"Control",12,"referred","Applewatch",2021-03-15,0,0,111,2
198,"Control",12,"referred","Applewatch",2021-03-22,1,0,469,7
546,"Control",29,"referred","Applewatch",2021-03-01,0,0,36,1
546,"Control",29,"referred","Applewatch",2021-03-08,1,0,150,3
546,"Control",29,"referred","Applewatch",2021-03-15,1,1,734,7
546,"Control",29,"referred","Applewatch",2021-03-22,1,0,261,5
257,"Control",44,"referred","Applewatch",2021-03-01,1,0,641,7
257,"Control",44,"referred","Applewatch",2021-03-08,0,0,108,2
257,"Control",44,"referred","Applewatch",2021-03-15,1,0,635,7
257,"Control",44,"referred","Applewatch",2021-03-22,1,0,593,7
826,"Control",24,"paid_ad","Applewatch",2021-03-01,0,0,24,0
826,"Control",24,"paid_ad","Applewatch",2021-03-08,0,0,58,1
826,"Control",24,"paid_ad","Applewatch",2021-03-15,1,0,158,3
826,"Control",24,"paid_ad","Applewatch",2021-03-22,1,0,150,3
345,"Control",33,"organic","Applewatch",2021-03-01,1,1,256,5
345,"Control",33,"organic","Applewatch",2021-03-08,1,0,168,3
345,"Control",33,"organic","Applewatch",2021-03-15,1,0,564,7
345,"Control",33,"organic","Applewatch",2021-03-22,0,0,107,2
215,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,550,7
215,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,0,522,7
215,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,0,385,7
215,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,246,5
995,"Increased Rewards",34,"referred","Applewatch",2021-03-01,1,1,150,3
995,"Increased Rewards",34,"referred","Applewatch",2021-03-08,1,0,233,5
995,"Increased Rewards",34,"referred","Applewatch",2021-03-15,1,0,419,7
995,"Increased Rewards",34,"referred","Applewatch",2021-03-22,1,0,203,4
380,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,1,213,4
380,"Increased Rewards",26,"referred","Applewatch",2021-03-08,1,0,191,4
380,"Increased Rewards",26,"referred","Applewatch",2021-03-15,0,0,44,1
380,"Increased Rewards",26,"referred","Applewatch",2021-03-22,1,0,527,7
592,"Increased Rewards",22,"referred","Applewatch",2021-03-01,1,0,178,4
592,"Increased Rewards",22,"referred","Applewatch",2021-03-08,1,0,167,3
592,"Increased Rewards",22,"referred","Applewatch",2021-03-15,1,0,365,7
592,"Increased Rewards",22,"referred","Applewatch",2021-03-22,1,0,556,7
375,"Increased Rewards",29,"referred","Applewatch",2021-03-01,1,1,254,5
375,"Increased Rewards",29,"referred","Applewatch",2021-03-08,1,0,489,7
375,"Increased Rewards",29,"referred","Applewatch",2021-03-15,1,0,671,7
375,"Increased Rewards",29,"referred","Applewatch",2021-03-22,1,0,196,4
525,"Increased Rewards",31,"referred","FitBit",2021-03-01,1,1,405,7
525,"Increased Rewards",31,"referred","FitBit",2021-03-08,1,0,465,7
525,"Increased Rewards",31,"referred","FitBit",2021-03-15,1,1,328,7
525,"Increased Rewards",31,"referred","FitBit",2021-03-22,1,1,240,5
1,"Increased Rewards",27,"referred","FitBit",2021-03-01,1,0,165,3
1,"Increased Rewards",27,"referred","FitBit",2021-03-08,1,0,584,7
1,"Increased Rewards",27,"referred","FitBit",2021-03-15,1,0,539,7
1,"Increased Rewards",27,"referred","FitBit",2021-03-22,1,0,638,7
97,"Control",29,"organic","Applewatch",2021-03-01,0,0,120,2
97,"Control",29,"organic","Applewatch",2021-03-08,0,0,153,3
97,"Control",29,"organic","Applewatch",2021-03-15,1,0,206,4
97,"Control",29,"organic","Applewatch",2021-03-22,1,0,643,7
715,"Control",33,"referred","Applewatch",2021-03-01,0,0,61,1
715,"Control",33,"referred","Applewatch",2021-03-08,1,1,328,7
715,"Control",33,"referred","Applewatch",2021-03-15,0,0,99,2
715,"Control",33,"referred","Applewatch",2021-03-22,0,0,0,0
874,"Increased Rewards",21,"referred","Applewatch",2021-03-01,0,0,27,1
874,"Increased Rewards",21,"referred","Applewatch",2021-03-08,1,0,556,7
874,"Increased Rewards",21,"referred","Applewatch",2021-03-15,1,0,150,3
874,"Increased Rewards",21,"referred","Applewatch",2021-03-22,1,0,271,5
684,"Increased Rewards",40,"referred","FitBit",2021-03-01,1,0,463,7
684,"Increased Rewards",40,"referred","FitBit",2021-03-08,1,1,150,3
684,"Increased Rewards",40,"referred","FitBit",2021-03-15,1,0,284,6
684,"Increased Rewards",40,"referred","FitBit",2021-03-22,1,0,637,7
997,"Control",50,"referred","Applewatch",2021-03-01,1,0,150,3
997,"Control",50,"referred","Applewatch",2021-03-08,0,0,55,1
997,"Control",50,"referred","Applewatch",2021-03-15,1,0,414,7
997,"Control",50,"referred","Applewatch",2021-03-22,0,0,130,3
32,"Control",43,"referred","Applewatch",2021-03-01,0,0,122,2
32,"Control",43,"referred","Applewatch",2021-03-08,1,0,389,7
32,"Control",43,"referred","Applewatch",2021-03-15,1,1,311,6
32,"Control",43,"referred","Applewatch",2021-03-22,1,0,586,7
300,"Control",24,"referred","Applewatch",2021-03-01,0,0,63,1
300,"Control",24,"referred","Applewatch",2021-03-08,1,1,657,7
300,"Control",24,"referred","Applewatch",2021-03-15,1,0,761,7
300,"Control",24,"referred","Applewatch",2021-03-22,1,0,263,5
506,"Control",11,"paid_ad","Applewatch",2021-03-01,1,0,266,5
506,"Control",11,"paid_ad","Applewatch",2021-03-08,1,0,361,7
506,"Control",11,"paid_ad","Applewatch",2021-03-15,0,0,0,0
506,"Control",11,"paid_ad","Applewatch",2021-03-22,1,0,384,7
628,"Increased Rewards",29,"referred","FitBit",2021-03-01,1,0,211,4
628,"Increased Rewards",29,"referred","FitBit",2021-03-08,0,0,66,1
628,"Increased Rewards",29,"referred","FitBit",2021-03-15,1,1,489,7
628,"Increased Rewards",29,"referred","FitBit",2021-03-22,1,0,492,7
520,"Control",37,"referred","Applewatch",2021-03-01,1,1,228,5
520,"Control",37,"referred","Applewatch",2021-03-08,1,0,606,7
520,"Control",37,"referred","Applewatch",2021-03-15,0,0,137,3
520,"Control",37,"referred","Applewatch",2021-03-22,1,0,530,7
213,"Increased Rewards",36,"organic","Garmin",2021-03-01,0,0,191,4
213,"Increased Rewards",36,"organic","Garmin",2021-03-08,1,1,338,7
213,"Increased Rewards",36,"organic","Garmin",2021-03-15,1,0,480,7
213,"Increased Rewards",36,"organic","Garmin",2021-03-22,1,0,499,7
202,"Increased Rewards",17,"referred","Applewatch",2021-03-01,1,0,293,6
202,"Increased Rewards",17,"referred","Applewatch",2021-03-08,0,0,108,2
202,"Increased Rewards",17,"referred","Applewatch",2021-03-15,1,0,356,7
202,"Increased Rewards",17,"referred","Applewatch",2021-03-22,1,1,464,7
214,"Increased Rewards",18,"referred","Applewatch",2021-03-01,1,1,286,6
214,"Increased Rewards",18,"referred","Applewatch",2021-03-08,1,0,246,5
214,"Increased Rewards",18,"referred","Applewatch",2021-03-15,1,0,684,7
214,"Increased Rewards",18,"referred","Applewatch",2021-03-22,1,0,150,3
989,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,1,239,5
989,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,1,150,3
989,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,0,175,4
989,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,1,199,4
736,"Increased Rewards",35,"organic","Applewatch",2021-03-01,1,0,302,6
736,"Increased Rewards",35,"organic","Applewatch",2021-03-08,1,1,194,4
736,"Increased Rewards",35,"organic","Applewatch",2021-03-15,1,1,318,6
